model_name,obs_moisture_quantile,n,obs_mean,pred_mean,bias,rmse,mae
model6_rf,dry_q1,140,8.01357142857143,15.283686304092408,7.270114875520979,8.018768757689042,7.270114875520979
model6_rf,q2,140,15.465714285714284,16.565709945133754,1.0999956594194684,2.9408353359332673,2.2862635040283203
model6_rf,q3,140,19.89857142857143,17.20419729096549,-2.69437413760594,3.8457918612402935,3.335450236456735
model6_rf,wet_q4,140,24.888571428571428,16.98143743106297,-7.907133997508458,8.948876005901612,7.944596455437797
model8_process,dry_q1,140,8.01357142857143,16.290492875235422,8.276921446663993,9.03012295277919,8.280612711225237
model8_process,q2,140,15.465714285714284,20.23895799091884,4.773243705204555,5.80154145306803,4.928856282915389
model8_process,q3,140,19.89857142857143,21.052811758858816,1.1542403302873885,3.604298530472437,2.9865535245622907
model8_process,wet_q4,140,24.888571428571428,21.26613997050694,-3.622431458064488,6.188406212270368,4.59866860798427
