model_name,season,n,nse,r2,pearson_r,rmse,ubrmse,bias,mae,pearson_r2,median_ae,pred_vs_obs_slope,pred_vs_obs_intercept
model6_rf,autumn,308,-0.029792129524119026,-0.029792129524119026,0.09979457381516223,7.279353647595627,7.27335279905184,0.2955141067504881,6.009489707203654,0.009958956962949862,5.125628471374512,0.029426301682435752,14.950231587353842
model6_rf,winter,252,-0.2920477821615848,-0.2920477821615848,0.1106544200302502,5.335722626914797,5.089913325075515,-1.600849241680569,4.2308598419976615,0.012244400672231035,3.6419640541076648,0.06022156397317831,16.69797944838454
model8_process,autumn,308,0.027044738254197287,0.027044738254197287,0.33598465499356084,7.075619502433324,6.777164184351461,2.0333314932786024,5.8578019402243875,0.1128856883911421,5.37466869354248,0.13778480771859364,15.051941076735364
model8_process,winter,252,-0.42065272421977506,-0.42065272421977506,0.3554921096216737,5.594972056515263,4.448209771291421,3.3936915215991794,4.393070476774185,0.1263746400032681,3.743399047851563,0.1818430819492989,19.32437551164354
