model_name,n,nse,r2,pearson_r,rmse,ubrmse,bias,mae,pearson_r2,median_ae,pred_vs_obs_slope,pred_vs_obs_intercept
model6_rf,560,0.02311397355852629,0.02311397355852629,0.2384591933071964,6.477300009868063,6.453233256648014,-0.5578494000434876,5.209106267860958,0.056862786872718854,4.414644622802735,0.09568329569764789,14.875768525008073
model8_process,560,0.030875190136878783,0.030875190136878783,0.4616451692070484,6.451518098843258,5.88416943070923,2.6454935060228624,5.198672781671797,0.21311626225220434,4.475907707214355,0.27722592760536896,14.980794652625024
