model_name,season,n,bias,rmse,seasonal_bias_min,seasonal_bias_max,seasonal_bias_amplitude
model6_rf,autumn,308,0.2955141067504883,7.279353647595627,-1.600849241680569,0.2955141067504883,1.8963633484310574
model6_rf,winter,252,-1.600849241680569,5.335722626914797,-1.600849241680569,0.2955141067504883,1.8963633484310574
model8_process,autumn,308,2.0333314932786024,7.075619502433324,2.0333314932786024,3.3936915215991794,1.360360028320577
model8_process,winter,252,3.3936915215991794,5.594972056515263,2.0333314932786024,3.3936915215991794,1.360360028320577
